chapter,verse,text,prep,aqidah,akhlak,syariah,ilmu,kisah,dunia,ghaib,akhirat
2,69,"Mereka berkata: \""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menerangkan kepada kami apa warnanya\"". Musa menjawab: \""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang kuning, yang kuning tua warnanya, lagi menyenangkan orang-orang yang memandangnya\"".",mohon tuhan terang warna musa sungguh allah firman sapi betina sapi betina kuning kuning tua warna senang orangorang pandang,0,0,0,0,1,1,0,0
2,70,"Mereka berkata: \""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menerangkan kepada kami bagaimana hakikat sapi betina itu, karena sesungguhnya sapi itu (masih) samar bagi kami dan sesungguhnya kami insya Allah akan mendapat petunjuk (untuk memperoleh sapi itu)\"".",mohon tuhan terang hakikat sapi betina sungguh sapi samar sungguh insya allah tunjuk oleh sapi,0,0,0,0,1,1,0,0
2,71,"Musa berkata: \""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang belum pernah dipakai untuk membajak tanah dan tidak pula untuk mengairi tanaman, tidak bercacat, tidak ada belangnya\"". Mereka berkata: \""Sekarang barulah kamu menerangkan hakikat sapi betina yang sebenarnya\"". Kemudian mereka menyembelihnya dan hampir saja mereka tidak melaksanakan perintah itu.",musa sungguh allah firman sapi betina sapi betina pakai bajak tanah air tanam cacat belang baru terang hakikat sapi betina sembelih laksana perintah,0,0,0,0,1,1,0,0
2,73,"Lalu Kami berfirman: \""Pukullah mayat itu dengan sebahagian anggota sapi betina itu !\"" Demikianlah Allah menghidupkan kembali orang-orang yang telah mati, dam memperlihatkan padamu tanda-tanda kekuasaan-Nya agar kamu mengerti.",firman pukul mayat sebahagian anggota sapi betina allah hidup orangorang mati dam pada tandatanda kuasa erti,1,0,0,1,0,0,0,0
2,74,"Kemudian setelah itu hatimu menjadi keras seperti batu, bahkan lebih keras lagi. Padahal diantara batu-batu itu sungguh ada yang mengalir sungai-sungai dari padanya dan diantaranya sungguh ada yang terbelah lalu keluarlah mata air dari padanya dan diantaranya sungguh ada yang meluncur jatuh, karena takut kepada Allah. Dan Allah sekali-sekali tidak lengah dari apa yang kamu kerjakan.",hati keras batu keras batubatu sungguh alir sungaisungai sungguh belah keluar mata air sungguh luncur jatuh takut allah allah sekalisekali lengah kerja,1,0,0,0,0,1,0,0
2,75,"Apakah kamu masih mengharapkan mereka akan percaya kepadamu, padahal segolongan dari mereka mendengar firman Allah, lalu mereka mengubahnya setelah mereka memahaminya, sedang mereka mengetahui?.",harap percaya kepada golong dengar firman allah ubah paham,1,0,0,0,0,0,0,0
2,76,"Dan apabila mereka berjumpa dengan orang-orang yang beriman, mereka berkata: \""Kamipun telah beriman,\"" tetapi apabila mereka berada sesama mereka saja, lalu mereka berkata: \""Apakah kamu menceritakan kepada mereka (orang-orang mukmin) apa yang telah diterangkan Allah kepadamu, supaya dengan demikian mereka dapat mengalahkan hujjahmu di hadapan Tuhanmu; tidakkah kamu mengerti?\""",jumpa orangorang iman kami iman cerita orangorang mukmin terang allah kepada kalah hujjahmu hadap tuhan erti,1,0,0,1,0,0,0,0
2,79,"Maka kecelakaan yAng besarlah bagi orang-orang yang menulis Al Kitab dengan tangan mereka sendiri, lalu dikatakannya; \""Ini dari Allah\"", (dengan maksud) untuk memperoleh keuntungan yang sedikit dengan perbuatan itu. Maka kecelakaan yang besarlah bagi mereka, akibat apa yang ditulis oleh tangan mereka sendiri, dan kecelakaan yang besarlah bagi mereka, akibat apa yang mereka kerjakan.",celaka besar orangorang tulis al kitab tangan allah maksud oleh untung buat celaka besar akibat tulis tangan celaka besar akibat kerja,1,1,0,0,0,0,0,0
2,80,"Dan mereka berkata: \""Kami sekali-kali tidak akan disentuh oleh api neraka, kecuali selama beberapa hari saja\"". Katakanlah: \""Sudahkah kamu menerima janji dari Allah sehingga Allah tidak akan memungkiri janji-Nya, ataukah kamu hanya mengatakan terhadap Allah apa yang tidak kamu ketahui?\""",sekalikali sentuh api neraka kecuali hari terima janji allah allah mungkir janji allah tahu,1,0,0,0,0,0,0,1
2,81,"(Bukan demikian), yang benar: barangsiapa berbuat dosa dan ia telah diliputi oleh dosanya, mereka itulah penghuni neraka, mereka kekal di dalamnya.",barangsiapa buat dosa liput dosa huni neraka kekal dalam,0,0,0,0,0,0,0,1
2,82,"Dan orang-orang yang beriman serta beramal saleh, mereka itu penghuni surga; mereka kekal di dalamnya.",orangorang iman amal saleh huni surga kekal dalam,1,0,0,0,0,0,0,1
